class,ht,player,pos,tm_link,player_link,year
SR,75.0,Darren Kelly,G,texas,darren-kelly-1,2001
SR,72.0,Chris McColpin,G,texas,chris-mccolpin-1,2001
FR,77.0,Brandon Mouton,F,texas,brandon-mouton-1,2001
SO,79.0,Chris Ogden,F,texas,chris-ogden-1,2001
,,Others,,texas,others-1,2001
JR,79.0,Chris Owens,F,texas,chris-owens-1,2001
FR,80.0,James Thomas,C,texas,james-thomas-1,2001
JR,71.0,Fredie Williams,G,texas,fredie-williams-1,2001
SO,79.0,William Wyatt,F,texas,william-wyatt-1,2001
SO,73.0,Demon Brown,G,charlotte,demon-brown-1,2001
JR,82.0,Malik El-Tamer,C,charlotte,malik-el-tamer-1,2001
SR,74.0,Diego Guevara,G,charlotte,diego-guevara-1,2001
FR,80.0,Butter Johnson,,charlotte,butter-johnson-1,2001
SR,81.0,Kenkay Jones,C,charlotte,kenkay-jones-1,2001
FR,81.0,Matas Niparavicius,F,charlotte,matas-niparavicius-1,2001
FR,80.0,Tory Reed,C,charlotte,tory-reed-1,2001
JR,80.0,Cam Stephens,F,charlotte,cam-stephens-1,2001
JR,76.0,Jobey Thomas,G,charlotte,jobey-thomas-1,2001
SR,76.0,Dee Tolliver,G,charlotte,dee-tolliver-1,2001
FR,81.0,Rodney White,F,charlotte,rodney-white-1,2001
JR,82.0,Jermaine Williams,C,charlotte,jermaine-williams-2,2001
SO,74.0,Johnathan Williams,G,charlotte,johnathan-williams-1,2001
SR,77.0,James Zimmerman,G,charlotte,james-zimmerman-1,2001
FR,71.0,Brody Boyd,G,iowa,brody-boyd-1,2001
JR,80.0,Reggie Evans,F,iowa,reggie-evans-1,2001
JR,78.0,Kyle Galloway,G,iowa,kyle-galloway-1,2001
JR,79.0,Duez Henderson,F,iowa,duez-henderson-1,2001
JR,76.0,Ryan Hogan,G,iowa,ryan-hogan-1,2001
SR,71.0,Dean Oliver,G,iowa,dean-oliver-1,2001
JR,78.0,Luke Recker,G,iowa,luke-recker-1,2001
FR,83.0,Jared Reiner,C,iowa,jared-reiner-1,2001
FR,80.0,Cortney Scott,F,iowa,cortney-scott-1,2001
SR,75.0,Jason Smith,G,iowa,jason-smith-5,2001
FR,81.0,Sean Sonderleiter,C,iowa,sean-sonderleiter-1,2001
JR,78.0,Rod Thompson,F,iowa,rod-thompson-1,2001
FR,79.0,Glen Worley,F,iowa,glen-worley-1,2001
SR,79.0,Jim Bakken,G,alabama,jim-bakken-1,2001
SO,80.0,Erwin Dudley,F,alabama,erwin-dudley-1,2001
SO,80.0,Rod Grizzard,G,alabama,rod-grizzard-1,2001
JR,80.0,Sam Haginas,F,alabama,sam-haginas-1,2001
SR,82.0,Jeremy Hays,C,alabama,jeremy-hays-1,2001
SR,73.0,Tarik London,G,alabama,tarik-london-1,2001
SR,75.0,Doc Martin,G,alabama,doc-martin-1,2001
SO,74.0,Terrance Meade,G,alabama,terrance-meade-1,2001
SR,80.0,Alfred Moss,F,alabama,alfred-moss-1,2001
FR,72.0,Antoine Pettway,G,alabama,antoine-pettway-1,2001
FR,79.0,Reggie Rambo,F,alabama,reggie-rambo-1,2001
FR,75.0,Demetrius Smith,G,alabama,demetrius-smith-1,2001
SO,72.0,Travis Stinnett,G,alabama,travis-stinnett-1,2001
SO,81.0,Kenny Walker,F,alabama,kenny-walker-2,2001
FR,79.0,Gerald Wallace,,alabama,gerald-wallace-1,2001
FR,79.0,Christopher Anrin,F,providence,christopher-anrin-1,2001
SO,79.0,Romuald Augustin,F,providence,romuald-augustin-1,2001
FR,82.0,Marcus Douthit,C,providence,marcus-douthit-1,2001
JR,72.0,Kareem Hayletts,G,providence,kareem-hayletts-1,2001
FR,75.0,Sheiku Kabba,G,providence,sheiku-kabba-1,2001
FR,81.0,Maris Laksa,F,providence,maris-laksa-1,2001
JR,69.0,John Linehan,G,providence,john-linehan-1,2001
SR,78.0,Erron Maxey,F,providence,erron-maxey-1,2001
SO,76.0,Abdul Mills,G,providence,abdul-mills-1,2001
SR,76.0,Chris Rogers,G,providence,chris-rogers-2,2001
JR,79.0,Brian Schnurr,F,providence,brian-schnurr-1,2001
SR,86.0,Karim Shabazz,C,providence,karim-shabazz-1,2001
SO,77.0,Stephen Traugott,F,providence,stephen-traugott-1,2001
SO,79.0,Charlie Davis,F,tulsa,charlie-davis-1,2001
JR,74.0,Greg Harrington,G,tulsa,greg-harrington-1,2001
SR,77.0,Marcus Hill,G,tulsa,marcus-hill-2,2001
FR,82.0,Jack Ingram,C,tulsa,jack-ingram-1,2001
FR,82.0,J.T. Ivie,C,tulsa,jt-ivie-1,2001
SO,79.0,Kevin Johnson,F,tulsa,kevin-johnson-2,2001
SO,80.0,Marqus Ledoux,F,tulsa,marqus-ledoux-1,2001
JR,81.0,De Angelo McDaniel,C,tulsa,de-angelo-mcdaniel-1,2001
FR,74.0,Jason Parker,G,tulsa,jason-parker-2,2001
SO,70.0,Antonio Reed,G,tulsa,antonio-reed-1,2001
SR,78.0,David Shelton,F,tulsa,david-shelton-1,2001
SO,70.0,Dante Swanson,G,tulsa,dante-swanson-1,2001
SO,84.0,Earl Barron,C,memphis,earl-barron-1,2001
SR,76.0,Shyrone Chatman,G,memphis,shyrone-chatman-1,2001
FR,82.0,Modibo Diarra,C,memphis,modibo-diarra-1,2001
SR,77.0,Shannon Forman,F,memphis,shannon-forman-1,2001
JR,78.0,John Grice,F,memphis,john-grice-1,2001
SR,81.0,Shamel Jones,F,memphis,shamel-jones-1,2001
JR,80.0,Paris London,F,memphis,paris-london-1,2001
FR,77.0,Scooter McFadgon,G,memphis,scooter-mcfadgon-1,2001
SR,77.0,Marcus Moody,G,memphis,marcus-moody-1,2001
SO,71.0,Nathaniel Root,G,memphis,nathaniel-root-1,2001
SO,75.0,Courtney Trask,G,memphis,courtney-trask-1,2001
JR,82.0,Kelly Wise,F,memphis,kelly-wise-1,2001
FR,81.0,Mario Austin,F,mississippi-state,mario-austin-1,2001
SR,76.0,T.J. Billups,F,mississippi-state,tj-billups-1,2001
JR,79.0,Tyrus Boswell,F,mississippi-state,tyrus-boswell-1,2001
FR,74.0,Timmy Bowers,G,mississippi-state,timmy-bowers-1,2001
JR,74.0,Guy Gardner,G,mississippi-state,guy-gardner-1,2001
JR,77.0,Michael Gholar,F,mississippi-state,michael-gholar-1,2001
FR,75.0,Roy Goffer,G,mississippi-state,roy-goffer-1,2001
SR,80.0,Tang Hamilton,F,mississippi-state,tang-hamilton-1,2001
SR,76.0,Antonio Jackson,G,mississippi-state,antonio-jackson-1,2001
JR,82.0,Robert Jackson,C,mississippi-state,robert-jackson-1,2001
JR,77.0,Marckell Patterson,F,mississippi-state,marckell-patterson-1,2001
SR,81.0,Quentin Smith,C,mississippi-state,quentin-smith-1,2001
SO,75.0,Derrick Zimmerman,G,mississippi-state,derrick-zimmerman-1,2001
FR,73.0,Tyrone Barley,G,saint-josephs,tyrone-barley-1,2001
SO,77.0,Na'im Crenshaw,G,saint-josephs,naim-crenshaw-1,2001
SO,73.0,Mike Farrelly,G,saint-josephs,mike-farrelly-1,2001
SO,70.0,Phil Martelli,G,saint-josephs,phil-martelli-2,2001
FR,78.0,Jeff Miller,G,saint-josephs,jeff-miller-1,2001
FR,72.0,Jameer Nelson,G,saint-josephs,jameer-nelson-1,2001
SR,80.0,Lionel Ngounou,F,saint-josephs,lionel-ngounou-1,2001
JR,76.0,Marvin O'Connor,G,saint-josephs,marvin-oconnor-1,2001
JR,82.0,Bill Phillips,F,saint-josephs,bill-phillips-1,2001
JR,81.0,Damian Reid,C,saint-josephs,damian-reid-1,2001
SO,85.0,Alexandre Sazonov,C,saint-josephs,alexandre-sazonov-1,2001
SR,81.0,Frank Wilkins,F,saint-josephs,frank-wilkins-1,2001
SR,77.0,Erick Woods,G,saint-josephs,erick-woods-1,2001
SR,78.0,Shon Coleman,F,georgia,shon-coleman-1,2001
FR,79.0,Chris Daniels,F,georgia,chris-daniels-1,2001
SR,85.0,Rob Dryden,C,georgia,rob-dryden-1,2001
SR,79.0,Anthony Evans,F,georgia,anthony-evans-1,2001
JR,71.0,Scott Hamilton,G,georgia,scott-hamilton-1,2001
SR,77.0,Adrian Jones,G,georgia,adrian-jones-1,2001
JR,72.0,D.A. Layne,G,georgia,da-layne-1,2001
SO,76.0,Mike Patrick,G,georgia,mike-patrick-1,2001
JR,77.0,Ryan Pevey,F,georgia,ryan-pevey-1,2001
FR,80.0,Steve Thomas,F,georgia,steve-thomas-1,2001
SO,76.0,Ezra Williams,G,georgia,ezra-williams-1,2001
FR,75.0,Rashad Wright,G,georgia,rashad-wright-1,2001
FR,72.0,Kyle Bankhead,G,gonzaga,kyle-bankhead-1,2001
SR,80.0,Casey Calvary,F,gonzaga,casey-calvary-1,2001
JR,72.0,Dan Dickau,G,gonzaga,dan-dickau-1,2001
SO,72.0,Germayne Forbes,G,gonzaga,germayne-forbes-1,2001
SO,80.0,Zach Gourde,C,gonzaga,zach-gourde-1,2001
JR,76.0,Alex Hernandez,G,gonzaga,alex-hernandez-1,2001
JR,66.0,Anthony Reason,G,gonzaga,anthony-reason-1,2001
FR,80.0,Jay Sherrell,F,gonzaga,jay-sherrell-1,2001
SR,80.0,Mark Spink,F,gonzaga,mark-spink-1,2001
FR,76.0,Blake Stepp,G,gonzaga,blake-stepp-1,2001
SO,80.0,Jimmy Tricco,G,gonzaga,jimmy-tricco-1,2001
FR,83.0,Cory Violette,F,gonzaga,cory-violette-1,2001
SO,,Kenny Williams,G,gonzaga,kenny-williams-1,2001
SO,73.0,Darnell Archey,G,butler,darnell-archey-1,2001
SO,82.0,Joel Cornette,C,butler,joel-cornette-1,2001
SO,79.0,Lewis Curry,F,butler,lewis-curry-1,2001
FR,76.0,Nick Gardner,G,butler,nick-gardner-1,2001
FR,84.0,Ben Grunst,C,butler,ben-grunst-1,2001
JR,78.0,Rylan Hainje,F,butler,rylan-hainje-1,2001
JR,71.0,Thomas Jackson,G,butler,thomas-jackson-1,2001
SR,74.0,Lavall Jordan,G,butler,lavall-jordan-1,2001
FR,77.0,Duane Lightfoot,F,butler,duane-lightfoot-1,2001
SO,72.0,Brandon Miller,G,butler,brandon-miller-3,2001
SO,82.0,Mike Moore,F,butler,mike-moore-2,2001
JR,83.0,Scott Robisch,C,butler,scott-robisch-1,2001
SO,77.0,Rob Walls,G,butler,rob-walls-1,2001
SO,,Marcus Banta,,penn-state,marcus-banta-1,2001
SO,81.0,Stephan Bekale,F,penn-state,stephan-bekale-1,2001
FR,72.0,Sharif Chambliss,G,penn-state,sharif-chambliss-1,2001
SR,,Gyasi Cline-Heard,F,penn-state,gyasi-cline-heard-1,2001
SR,72.0,Joe Crispin,G,penn-state,joe-crispin-1,2001
SO,73.0,Jon Crispin,G,penn-state,jon-crispin-1,2001
FR,78.0,Ndu Egekeze,F,penn-state,ndu-egekeze-1,2001
JR,,Jarad Houston,,penn-state,jarad-houston-1,2001
SR,76.0,Titus Ivory,G,penn-state,titus-ivory-1,2001
JR,74.0,Ken Krimmel,G,penn-state,ken-krimmel-1,2001
JR,81.0,Tyler Smith,G,penn-state,tyler-smith-4,2001
FR,77.0,Jamaal Tate,G,penn-state,jamaal-tate-1,2001
SO,79.0,B.J. Vossekuil,F,penn-state,bj-vossekuil-1,2001
SO,72.0,Brandon Watkins,G,penn-state,brandon-watkins-1,2001
SR,,Scott Witkowsky,C,penn-state,scott-witkowsky-1,2001
SR,75.0,Brett Angner,F,creighton,brett-angner-1,2001
FR,,Jevin Budde,G,creighton,jevin-budde-1,2001
FR,72.0,Ismael Caro,G,creighton,ismael-caro-1,2001
FR,83.0,Joe Dabbert,C,creighton,joe-dabbert-1,2001
FR,79.0,Mike Grimes,F,creighton,mike-grimes-1,2001
SR,77.0,Justin Haynes,F,creighton,justin-haynes-1,2001
SR,81.0,Alan Huss,C,creighton,alan-huss-1,2001
JR,78.0,John Klein,F,creighton,john-klein-1,2001
SO,79.0,Kyle Korver,F,creighton,kyle-korver-1,2001
FR,78.0,Michael Lindeman,F,creighton,michael-lindeman-1,2001
SR,83.0,Livan Pyfrom,C,creighton,livan-pyfrom-1,2001
SR,72.0,Ryan Sears,G,creighton,ryan-sears-2,2001
SO,75.0,Terrell Taylor,G,creighton,terrell-taylor-1,2001
SR,74.0,Ben Walker,G,creighton,ben-walker-1,2001
FR,81.0,Mike Bell,F,north-carolina-state,mike-bell-1,2001
SO,75.0,Cliff Crawford,G,north-carolina-state,cliff-crawford-1,2001
JR,75.0,Anthony Grundy,G,north-carolina-state,anthony-grundy-1,2001
FR,74.0,Trey Guidry,G,north-carolina-state,trey-guidry-1,2001
SR,80.0,Kenny Inge,F,north-carolina-state,kenny-inge-1,2001
JR,74.0,Brian Keeter,G,north-carolina-state,brian-keeter-1,2001
SR,82.0,Ron Kelley,C,north-carolina-state,ron-kelley-1,2001
FR,80.0,Marcus Melvin,F,north-carolina-state,marcus-melvin-1,2001
JR,71.0,Archie Miller,G,north-carolina-state,archie-miller-1,2001
FR,75.0,Scooter Sherrill,G,north-carolina-state,scooter-sherrill-1,2001
SR,80.0,Damon Thornton,F,north-carolina-state,damon-thornton-1,2001
SO,78.0,Damien Wilkins,F,north-carolina-state,damien-wilkins-1,2001
,83.0,Cornelius Williams,C,north-carolina-state,cornelius-williams-1,2001
JR,75.0,Alvin Brown,G,xavier,alvin-brown-2,2001
SR,82.0,Reggie Butler,C,xavier,reggie-butler-2,2001
SO,72.0,Lionel Chalmers,G,xavier,lionel-chalmers-1,2001
FR,83.0,Tom Compton,F,xavier,tom-compton-1,2001
JR,80.0,Kevin Frey,F,xavier,kevin-frey-1,2001
SR,81.0,Marcus Mason,C,xavier,marcus-mason-3,2001
SR,72.0,Maurice Mcafee,G,xavier,maurice-mcafee-1,2001
JR,77.0,Brandon Mcintosh,G,xavier,brandon-mcintosh-1,2001
JR,79.0,Khalil Nixon,F,xavier,khalil-nixon-1,2001
JR,77.0,Lloyd Price,F,xavier,lloyd-price-1,2001
FR,77.0,Romain Sato,G,xavier,romain-sato-1,2001
SO,81.0,David West,C,xavier,david-west-1,2001
SO,77.0,Dave Young,G,xavier,dave-young-1,2001
SR,84.0,Ruben Boumtje-Boumtje,C,georgetown,ruben-boumtje-boumtje-1,2001
JR,74.0,Kevin Braswell,G,georgetown,kevin-braswell-1,2001
SR,76.0,Nat Burton,G-F,georgetown,nat-burton-1,2001
FR,78.0,Omari Faulkner,F,georgetown,omari-faulkner-1,2001
SO,81.0,Courtland Freeman,F,georgetown,courtland-freeman-1,2001
SR,76.0,Gharun Hester,G-F,georgetown,gharun-hester-1,2001
SO,69.0,Trenton Hillier,G,georgetown,trenton-hillier-1,2001
SO,74.0,Demetrius Hunter,G,georgetown,demetrius-hunter-1,2001
SR,75.0,Anthony Perry,G,georgetown,anthony-perry-1,2001
FR,78.0,Gerald Riley,G,georgetown,gerald-riley-1,2001
FR,77.0,RaMell Ross,,georgetown,ramell-ross-1,2001
SO,80.0,Victor Samnick,F,georgetown,victor-samnick-1,2001
SR,83.0,Lee Scruggs,C,georgetown,lee-scruggs-1,2001
FR,80.0,Mike Sweetney,F,georgetown,mike-sweetney-1,2001
FR,83.0,Wesley Wilson,C,georgetown,wesley-wilson-1,2001
SR,72.0,Larry Allaway,G,texas-christian,larry-allaway-1,2001
SR,79.0,Myron Anthony,F,texas-christian,myron-anthony-2,2001
JR,80.0,Colin Boddicker,,texas-christian,colin-boddicker-1,2001
SO,83.0,Chris Campbell,F,texas-christian,chris-campbell-1,2001
SR,77.0,Ryan Carroll,G-F,texas-christian,ryan-carroll-2,2001
JR,73.0,Greedy Daniels,G,texas-christian,greedy-daniels-1,2001
SR,82.0,Derrick Davenport,C,texas-christian,derrick-davenport-1,2001
JR,81.0,Marlon Dumont,C,texas-christian,marlon-dumont-1,2001
SO,75.0,J.R. Jones,G,texas-christian,jr-jones-1,2001
SR,71.0,Thomas Mctyer,G,texas-christian,thomas-mctyer-1,2001
SO,81.0,Bingo Merriex,G,texas-christian,bingo-merriex-1,2001
SO,83.0,Rebel Paulk,C,texas-christian,rebel-paulk-1,2001
FR,74.0,Nucleus Smith,G,texas-christian,nucleus-smith-1,2001
JR,71.0,Charlton Barker,G,auburn,charlton-barker-1,2001
FR,84.0,Marin Bota,C,auburn,marin-bota-1,2001
SO,76.0,Jamison Brewer,G,auburn,jamison-brewer-1,2001
SO,78.0,Donny Calton,F,auburn,donny-calton-1,2001
SO,78.0,Marquis Daniels,F,auburn,marquis-daniels-1,2001
FR,80.0,Kyle Davis,C,auburn,kyle-davis-1,2001
FR,81.0,Abdou Diame,F,auburn,abdou-diame-1,2001
FR,78.0,Orenn Fells,,auburn,orenn-fells-1,2001
JR,70.0,Lincoln Glass,G,auburn,lincoln-glass-1,2001
SO,77.0,Adam Harrington,G,auburn,adam-harrington-1,2001
SO,74.0,Jonathan Lewis,G,auburn,jonathan-lewis-1,2001
JR,79.0,Mack McGadney,F,auburn,mack-mcgadney-1,2001
SR,74.0,Scott Pohlman,G,auburn,scott-pohlman-1,2001
SR,73.0,Reggie Sharp,G,auburn,reggie-sharp-1,2001
SR,81.0,Damone Brown,F,syracuse,damone-brown-1,2001
SR,74.0,Tim Byrnes,G,syracuse,tim-byrnes-1,2001
SR,84.0,Billy Celuck,C,syracuse,billy-celuck-1,2001
JR,81.0,Ethan Cole,F,syracuse,ethan-cole-2,2001
FR,79.0,Greg Davis,F,syracuse,greg-davis-3,2001
SO,78.0,Kueth Duany,G,syracuse,kueth-duany-1,2001
SR,73.0,Allen Griffin,G,syracuse,allen-griffin-1,2001
SO,71.0,Ronneil Herron,G,syracuse,ronneil-herron-1,2001
FR,72.0,Andrew Kouwe,G,syracuse,andrew-kouwe-1,2001
SR,74.0,Rob McClanaghan,G,syracuse,rob-mcclanaghan-1,2001
FR,80.0,Jeremy McNeil,F,syracuse,jeremy-mcneil-1,2001
SR,71.0,Mike Rosenblum,G,syracuse,mike-rosenblum-1,2001
SR,81.0,Chris Schau,F,syracuse,chris-schau-1,2001
JR,79.0,Preston Shumpert,F,syracuse,preston-shumpert-1,2001
FR,70.0,James Thues,G,syracuse,james-thues-1,2001
SO,75.0,Deshaun Williams,G,syracuse,deshaun-williams-1,2001
FR,71.0,Chevis Brimmer,G,colorado,chevis-brimmer-1,2001
SO,,Richard Fox,C,colorado,richard-fox-1,2001
SR,,Brandon Gasser,F,colorado,brandon-gasser-1,2001
FR,73.0,Justin Harbert,G,colorado,justin-harbert-1,2001
JR,79.0,D.J. Harrison,F,colorado,dj-harrison-1,2001
FR,74.0,Trennis Jones,G,colorado,trennis-jones-1,2001
JR,77.0,Nick Mohr,G,colorado,nick-mohr-1,2001
FR,77.0,Michel Morandais,G,colorado,michel-morandais-1,2001
SR,80.0,Jamahl Mosley,F,colorado,jamahl-mosley-1,2001
SO,81.0,Stephane Pelle,F,colorado,stephane-pelle-1,2001
JR,79.0,Ernest Renfroe,F,colorado,ernest-renfroe-1,2001
SO,,Sam Sanders,G,colorado,sam-sanders-1,2001
JR,77.0,Preston Slaughter,F,colorado,preston-slaughter-1,2001
FR,78.0,Blair Wilson,F,colorado,blair-wilson-1,2001
JR,72.0,Jose Winston,G,colorado,jose-winston-1,2001
SO,,Jonathan Bray,G,arizona-state,jonathan-bray-1,2001
SO,72.0,Kyle Dodd,G,arizona-state,kyle-dodd-1,2001
FR,75.0,Jonathan Howard,G,arizona-state,jonathan-howard-1,2001
SO,84.0,Tyson Johnston,C,arizona-state,tyson-johnston-1,2001
SO,79.0,Donnell Knight,F,arizona-state,donnell-knight-1,2001
SR,73.0,Alton Mason,G,arizona-state,alton-mason-1,2001
JR,76.0,Brad Nahra,G,arizona-state,brad-nahra-1,2001
JR,81.0,Chad Prewitt,C,arizona-state,chad-prewitt-1,2001
SO,80.0,Shawn Redhage,F,arizona-state,shawn-redhage-1,2001
SO,78.0,Tanner Shell,G,arizona-state,tanner-shell-1,2001
SO,82.0,Tommy Smith,F,arizona-state,tommy-smith-1,2001
JR,78.0,Awvee Storey,F,arizona-state,awvee-storey-1,2001
SO,,Terrell Bolton,G,southern-mississippi,terrell-bolton-1,2001
FR,77.0,Clement Carter,G,southern-mississippi,clement-carter-1,2001
SR,72.0,Mel Cauthen,G,southern-mississippi,mel-cauthen-1,2001
JR,76.0,Bernard Duncan,G,southern-mississippi,bernard-duncan-1,2001
JR,,Carlos Gill,F,southern-mississippi,carlos-gill-1,2001
SR,,Carl Henderson,F,southern-mississippi,carl-henderson-1,2001
SR,81.0,Vandarel Jones,C,southern-mississippi,vandarel-jones-1,2001
JR,76.0,Pete Meneses,G,southern-mississippi,pete-meneses-1,2001
JR,77.0,Elvin Mims,F,southern-mississippi,elvin-mims-1,2001
SO,77.0,Mario Myles,G,southern-mississippi,mario-myles-1,2001
JR,73.0,Brad Richardson,G,southern-mississippi,brad-richardson-1,2001
SR,78.0,Kilavorus Thompson,F,southern-mississippi,kilavorus-thompson-1,2001
SR,,David Wall,G,southern-mississippi,david-wall-1,2001
FR,76.0,Jordan Archibald,G,brigham-young,jordan-archibald-1,2001
FR,78.0,Daniel Bobik,G,brigham-young,daniel-bobik-1,2001
FR,80.0,Jacob Chrisman,F,brigham-young,jacob-chrisman-1,2001
SR,78.0,Nathan Cooper,F,brigham-young,nathan-cooper-1,2001
FR,83.0,Derek Dawes,C,brigham-young,derek-dawes-1,2001
SO,78.0,Travis Hansen,F,brigham-young,travis-hansen-1,2001
FR,84.0,Dan Howard,C,brigham-young,dan-howard-1,2001
SR,82.0,Nate Knight,F,brigham-young,nate-knight-1,2001
SR,75.0,Terrell Lyday,G,brigham-young,terrell-lyday-1,2001
JR,73.0,Matt Montague,G,brigham-young,matt-montague-1,2001
JR,81.0,Eric Nielsen,F,brigham-young,eric-nielsen-1,2001
JR,73.0,Ty Shippen,G,brigham-young,ty-shippen-1,2001
SR,81.0,Mekeli Wesley,F,brigham-young,mekeli-wesley-1,2001
SR,73.0,Trent Whiting,G,brigham-young,trent-whiting-1,2001
FR,,David Anderson,F,oklahoma-state,david-anderson-5,2001
JR,73.0,Maurice Baker,G,oklahoma-state,maurice-baker-1,2001
JR,82.0,Antoine Broxsie,F,oklahoma-state,antoine-broxsie-1,2001
FR,78.0,Terrence Crawford,F,oklahoma-state,terrence-crawford-1,2001
FR,72.0,Nate Fleming,G,oklahoma-state,nate-fleming-1,2001
JR,82.0,Fredrik Jonzen,F,oklahoma-state,fredrik-jonzen-1,2001
JR,84.0,Jason Keep,C,oklahoma-state,jason-keep-1,2001
FR,,Ellis Kidd,G,oklahoma-state,ellis-kidd-2,2001
JR,78.0,Dan Lawson,G,oklahoma-state,dan-lawson-1,2001
FR,84.0,Jack Marlow,C,oklahoma-state,jack-marlow-1,2001
SO,77.0,Melvin Sanders,G-F,oklahoma-state,melvin-sanders-1,2001
SO,81.0,Andre Williams,F,oklahoma-state,andre-williams-4,2001
SO,70.0,Victor Williams,G,oklahoma-state,victor-williams-2,2001
FR,81.0,Travon Bryant,F,missouri,travon-bryant-1,2001
SO,78.0,Justin Gage,F,missouri,justin-gage-1,2001
JR,74.0,Clarence Gilbert,G,missouri,clarence-gilbert-1,2001
SR,72.0,Brian Grawer,G,missouri,brian-grawer-1,2001
FR,75.0,Michael Griffin,G,missouri,michael-griffin-1,2001
FR,81.0,Arthur Johnson,C,missouri,arthur-johnson-1,2001
SO,72.0,Ryan Kiernan,G,missouri,ryan-kiernan-1,2001
SO,76.0,Josh Kroenke,G,missouri,josh-kroenke-1,2001
SR,78.0,Johnnie Parker,F,missouri,johnnie-parker-1,2001
FR,77.0,Rickey Paulding,F,missouri,rickey-paulding-1,2001
SO,78.0,Kareem Rush,F,missouri,kareem-rush-1,2001
JR,,Pat Schumacher,C,missouri,pat-schumacher-1,2001
SR,,Tajudeen Soyoye,C,missouri,tajudeen-soyoye-1,2001
JR,,Kenge Stevenson,F,missouri,kenge-stevenson-1,2001
FR,72.0,Wesley Stokes,G,missouri,wesley-stokes-1,2001
SR,80.0,Brian Beshara,F,louisiana-state,brian-beshara-1,2001
JR,79.0,Pete Bozek,F,louisiana-state,pete-bozek-1,2001
SO,76.0,Torris Bright,G,louisiana-state,torris-bright-1,2001
SO,79.0,Ronald Dupree,F,louisiana-state,ronald-dupree-1,2001
SO,76.0,Brian Green,G,louisiana-state,brian-green-1,2001
SO,,Jamal Harrison,F,louisiana-state,jamal-harrison-1,2001
JR,72.0,Brandon Landry,G,louisiana-state,brandon-landry-1,2001
SR,,Lamont Roland,G,louisiana-state,lamont-roland-1,2001
JR,,Robert Royal,F,louisiana-state,robert-royal-1,2001
SO,79.0,Collis Temple,G,louisiana-state,collis-temple-1,2001
FR,73.0,Charles Thompson,G,louisiana-state,charles-thompson-1,2001
SR,76.0,Jack Warner,G,louisiana-state,jack-warner-1,2001
JR,79.0,Jermaine Williams,F,louisiana-state,jermaine-williams-1,2001
JR,80.0,Jason Wilson,F,louisiana-state,jason-wilson-1,2001
SR,79.0,Chonsey Asbury,F,south-florida,chonsey-asbury-1,2001
FR,77.0,Jimmy Baxter,F,south-florida,jimmy-baxter-1,2001
JR,83.0,Mike Bernard,C,south-florida,mike-bernard-1,2001
JR,75.0,Deon Green,G,south-florida,deon-green-1,2001
JR,78.0,Altron Jackson,F,south-florida,altron-jackson-1,2001
SO,73.0,Reggie Kohn,G,south-florida,reggie-kohn-1,2001
FR,81.0,Terrence Leather,F,south-florida,terrence-leather-1,2001
SO,83.0,Will McDonald,C,south-florida,will-mcdonald-1,2001
FR,82.0,Gerrick Morris,C,south-florida,gerrick-morris-1,2001
SR,80.0,Artha Reeves,F,south-florida,artha-reeves-1,2001
SR,76.0,Sam Sanders,G,south-florida,sam-sanders-2,2001
SR,78.0,Cedric Smith,G,south-florida,cedric-smith-1,2001
JR,80.0,B.B. Waldon,F,south-florida,bb-waldon-1,2001
FR,83.0,Lance Allred,F,utah,lance-allred-1,2001
SR,83.0,Nate Althoff,C,utah,nate-althoff-1,2001
JR,72.0,Kevin Bradley,G,utah,kevin-bradley-1,2001
JR,82.0,Chris Burgess,F,utah,chris-burgess-2,2001
SO,77.0,Trace Caton,F,utah,trace-caton-1,2001
JR,81.0,Phil Cullen,F,utah,phil-cullen-1,2001
FR,73.0,Marc Jackson,G,utah,marc-jackson-2,2001
FR,76.0,Nick Jacobson,G,utah,nick-jacobson-1,2001
SO,82.0,Britton Johnsen,F,utah,britton-johnsen-1,2001
JR,76.0,Jeff Johnsen,G,utah,jeff-johnsen-1,2001
JR,84.0,Cameron Koford,C,utah,cameron-koford-1,2001
SO,81.0,Mike Puzey,F,utah,mike-puzey-1,2001
FR,72.0,Greg Schow,G,utah,greg-schow-1,2001
JR,73.0,Travis Spivey,G,utah,travis-spivey-1,2001
JR,74.0,Jonathan Taylor,G,utah,jonathan-taylor-1,2001
SO,76.0,Mike Walkenhorst,G,utah,mike-walkenhorst-1,2001
SO,84.0,Justin Brown,C,connecticut,justin-brown-2,2001
FR,73.0,Taliek Brown,G,connecticut,taliek-brown-1,2001
FR,79.0,Caron Butler,F,connecticut,caron-butler-1,2001
SO,,Marcus Cox,G,connecticut,marcus-cox-1,2001
JR,,Ajou Deng,F,connecticut,ajou-deng-1,2001
JR,72.0,Kwasi Gyambibi,G,connecticut,kwasi-gyambibi-1,2001
FR,80.0,Scott Hazelton,F,connecticut,scott-hazelton-1,2001
SR,75.0,Albert Mouring,G,connecticut,albert-mouring-1,2001
SO,74.0,Tony Robertson,G,connecticut,tony-robertson-1,2001
SR,80.0,Edmund Saunders,F,connecticut,edmund-saunders-1,2001
JR,79.0,Johnnie Selvie,F,connecticut,johnnie-selvie-1,2001
FR,76.0,Robert Swain,G,connecticut,robert-swain-1,2001
FR,77.0,Shamon Tooles,G,connecticut,shamon-tooles-1,2001
